# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = peng_model
# start_datetime = 2025-05-15 10:16:56 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 5000
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.999
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/admin/AppData/Local/Temp/Rtmp2PZJw8/standata-69c58b2fbe.json
# init = 2 (Default)
# random
#   seed = 619260806
# output
#   file = D:/_GIT.REPOS_/bayesutils/demo/sampling.monitor.dir/sampling.csv/sampling-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = D:/_GIT.REPOS_/bayesutils/demo/sampling.monitor.dir/sampling.csv/peng-profile-2.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --name=peng_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,B.1.1,B.2.1,B.3.1,B.1.2,B.2.2,B.3.2,a,sigma
692.597,0.998835,0.0221467,5,63,0,-690.991,0.841767,0.776384,1.08947,0.986256,0.829897,1.19671,0.10099,0.0794706
691.977,0.998044,0.0227241,5,31,0,-690.26,0.843345,0.771988,1.08182,0.981509,0.834001,1.21479,0.101303,0.0791762
689.808,0.99904,0.0232585,7,223,0,-686.624,0.786245,0.701942,1.0314,0.931866,0.762705,1.11956,0.115463,0.0694286
692.588,0.999818,0.0238544,5,31,0,-688.237,0.78275,0.715334,1.01187,0.925525,0.760044,1.1264,0.116202,0.0685618
689.841,0.993185,0.0245013,4,15,0,-689.279,0.792906,0.72573,1.00038,0.928663,0.76138,1.12716,0.115838,0.0683707
687.953,0.940317,0.0247437,5,31,0,-683.842,0.772838,0.705252,1.03707,0.940264,0.795044,1.13424,0.112301,0.0701742
693.078,1,0.0219393,5,31,0,-686.611,0.793431,0.723288,1.01543,0.928761,0.779766,1.13101,0.11511,0.0692993
693.06,0.988208,0.0225373,6,95,0,-688.754,0.791836,0.741883,1.03933,0.94169,0.772315,1.13733,0.113254,0.0759255
693.652,0.993091,0.0224886,6,95,0,-690.375,0.792965,0.730109,1.03554,0.953116,0.785267,1.15836,0.11043,0.0762323
693.694,0.962972,0.0227032,5,31,0,-689.21,0.803888,0.734629,1.03688,0.940608,0.780892,1.14693,0.112681,0.0761352
693.782,0.999682,0.0213233,6,127,0,-690.08,0.780343,0.710087,1.01929,0.937154,0.798754,1.1375,0.114181,0.0747722
694.531,0.969897,0.0218662,8,319,0,-689.164,0.856107,0.805646,1.11172,1.01551,0.905208,1.24147,0.0939123,0.0748996
694.531,0.0672811,0.167146,1,3,1,-690.061,0.856107,0.805646,1.11172,1.01551,0.905208,1.24147,0.0939123,0.0748996
694.531,1.05408e-69,0.307176,1,1,0,-691.622,0.856107,0.805646,1.11172,1.01551,0.905208,1.24147,0.0939123,0.0748996
695.48,0.999411,0.0176495,5,31,0,-693.576,0.870197,0.837163,1.1151,1.02009,0.882298,1.23941,0.0931519,0.074499
694.543,0.999288,0.00975494,6,63,0,-692.767,0.876474,0.832882,1.1111,1.02637,0.908232,1.2368,0.0917441,0.0749609
693.561,0.999833,0.0067336,8,319,0,-690.775,0.838555,0.784271,1.10637,0.997745,0.847295,1.20502,0.0990119,0.0726024
693.997,0.999545,0.00531072,8,511,0,-688.71,0.864405,0.815635,1.09111,1.00428,0.877077,1.2371,0.0959093,0.0728632
691.546,0.999806,0.00455496,7,127,0,-688.434,0.840591,0.795016,1.10954,1.01263,0.901118,1.23952,0.0952154,0.072789
693.765,0.999995,0.00414034,7,127,0,-688.821,0.871663,0.820237,1.10718,1.00191,0.89515,1.2251,0.0947121,0.071959
693.264,0.999658,0.00391955,8,383,0,-689.549,0.836072,0.808954,1.10287,1.00831,0.857855,1.23282,0.0968478,0.0724534
695.44,0.996867,0.00381436,7,255,0,-686.051,0.844948,0.810607,1.11032,1.00612,0.874675,1.21737,0.0959483,0.07325
695.249,0.999756,0.00375687,8,383,0,-691.474,0.863726,0.813032,1.1049,1.01789,0.879774,1.24174,0.0947895,0.0748133
694.157,0.99993,0.00379199,9,767,0,-691.38,0.8812,0.837039,1.14279,1.0471,0.91204,1.25134,0.0884667,0.0774877
691.813,0.998089,0.00387344,8,511,0,-688.687,0.874237,0.829079,1.13146,1.02444,0.878278,1.23831,0.0942244,0.0741861
690.927,0.999921,0.00396738,7,127,0,-685.599,0.865996,0.844621,1.12315,1.03665,0.940096,1.27054,0.089671,0.0750971
691.103,0.997987,0.00411303,6,63,0,-687.948,0.866182,0.843629,1.12742,1.0348,0.928682,1.26216,0.0869962,0.0752456
692.574,0.999977,0.00425844,8,511,0,-688.03,0.875711,0.825681,1.12525,1.0155,0.872543,1.24438,0.0942851,0.0759848
693.38,0.999793,0.00445169,6,95,0,-690.079,0.853008,0.831042,1.11467,1.01658,0.889762,1.23785,0.0917297,0.0760424
692.628,0.997185,0.00466262,5,63,0,-687.54,0.85345,0.837747,1.11645,1.02057,0.891221,1.24521,0.0947459,0.0763121
694.145,0.999935,0.00485355,7,127,0,-689.987,0.860088,0.819955,1.13807,1.02157,0.894608,1.2497,0.0922179,0.0761922
694.851,0.998539,0.00510084,7,255,0,-692.085,0.875875,0.831103,1.1188,1.02468,0.896712,1.24205,0.0928832,0.0770664
695.379,0.999994,0.00534225,7,127,0,-694.087,0.863393,0.826719,1.124,1.02821,0.887251,1.2478,0.0919868,0.0767546
694.613,0.998857,0.00562162,7,255,0,-690.186,0.870607,0.833711,1.12542,1.0144,0.908242,1.24259,0.0923237,0.0779681
693.311,0.998737,0.00589637,7,255,0,-689.318,0.877952,0.835018,1.12486,1.03734,0.883829,1.2626,0.0912867,0.075052
694.083,0.999974,0.0061819,8,383,0,-689.764,0.865262,0.825884,1.12532,1.03769,0.912604,1.26125,0.0894912,0.0759883
692.769,0.998681,0.00650282,6,127,0,-688.307,0.868095,0.82861,1.15374,1.03873,0.92628,1.2639,0.0881326,0.0756398
687.399,0.997781,0.00681219,10,1023,0,-685.173,0.728456,0.607111,0.916967,0.849665,0.666036,1.02732,0.134047,0.0756887
687.516,0.999751,0.00711471,6,63,0,-683.381,0.724169,0.607501,0.93297,0.86164,0.673949,1.02121,0.135681,0.0762725
689.982,0.998065,0.00746807,6,63,0,-683.865,0.711178,0.62235,0.948376,0.855765,0.675455,1.04486,0.134672,0.0753448
688.506,0.997927,0.00779705,6,63,0,-687.831,0.711494,0.622971,0.950246,0.853965,0.675595,1.04626,0.135151,0.0752683
689.413,0.999956,0.00813228,5,31,0,-686.597,0.712863,0.62069,0.952184,0.850625,0.668529,1.04598,0.132429,0.0749737
691.432,0.999731,0.00852355,6,63,0,-686.818,0.706115,0.644446,0.927965,0.846724,0.688492,1.02545,0.133808,0.0759633
691.012,0.998629,0.00892127,6,127,0,-682.817,0.702651,0.615579,0.91241,0.823352,0.673002,1.01537,0.137658,0.0761334
690.238,0.99874,0.0093026,7,255,0,-685.012,0.716365,0.641535,0.93645,0.873693,0.681727,1.05975,0.132007,0.0793042
691.073,0.998707,0.00969594,6,63,0,-688.355,0.725437,0.664855,0.943154,0.860392,0.712367,1.04735,0.130715,0.0791505
689.68,0.998703,0.0100975,6,63,0,-686.844,0.707698,0.650803,0.959379,0.857389,0.686853,1.0439,0.132026,0.0789027
691.52,0.998388,0.0105077,6,63,0,-684.218,0.734343,0.654608,0.94052,0.863304,0.687188,1.05857,0.130956,0.0784921
694.331,0.989976,0.0109175,9,799,0,-687.291,0.825339,0.792897,1.08399,0.994999,0.860666,1.21006,0.100439,0.0716553
692.972,0.998975,0.011091,5,63,0,-691.283,0.825623,0.778839,1.0693,0.993606,0.858895,1.21105,0.100486,0.0714807
694.369,0.995805,0.0115264,5,31,0,-690.753,0.841647,0.79421,1.07307,0.989713,0.857525,1.2072,0.101208,0.0713287
695.655,0.999799,0.0118737,6,127,0,-691.747,0.85129,0.802667,1.09795,1.00224,0.863879,1.21243,0.0985121,0.0744485
694.477,0.995339,0.0123484,5,63,0,-693.571,0.845797,0.804079,1.09726,0.999647,0.886747,1.21572,0.0984702,0.0746692
693.918,0.997493,0.0126898,8,479,0,-690.139,0.906774,0.876974,1.17726,1.0619,0.931037,1.29018,0.0815565,0.0781572
694.436,0.999994,0.0131034,5,63,0,-692.97,0.90901,0.87557,1.17848,1.05765,0.946295,1.29846,0.0820089,0.0785392
691.792,0.987251,0.0136061,5,63,0,-685.776,0.918491,0.870792,1.17277,1.05679,0.940871,1.29156,0.0821191,0.0817877
692.941,0.994373,0.013683,7,255,0,-687.728,0.959793,0.926165,1.20607,1.11183,0.999669,1.35266,0.0699998,0.0778649
693.409,0.993838,0.0139982,6,63,0,-685.058,0.944315,0.916682,1.22953,1.1128,1.01786,1.35327,0.0697631,0.0785389
695.482,0.976786,0.0142952,8,287,0,-688.905,0.918743,0.878747,1.17239,1.06644,0.966784,1.30585,0.0795812,0.0755276
692.952,0.997527,0.0140055,6,63,0,-690.855,0.915575,0.905795,1.16411,1.06868,0.938015,1.30071,0.0804038,0.0761341
692.778,0.99995,0.0144204,8,511,0,-690.803,0.962108,0.916826,1.22473,1.12624,1.03297,1.36675,0.0680574,0.07509
694.15,0.990402,0.014925,5,31,0,-690.068,0.955676,0.95937,1.2469,1.12315,1.01829,1.37279,0.066082,0.0745367
692.776,0.997531,0.0150941,5,31,0,-690.009,0.962425,0.928543,1.22689,1.13882,1.02369,1.36499,0.0672533,0.074754
694.434,0.999373,0.0155174,5,31,0,-690.564,0.951466,0.945541,1.24128,1.12182,1.03445,1.36534,0.0670994,0.0756654
690.715,0.982018,0.0160127,5,31,0,-689.538,0.947206,0.953584,1.24669,1.13217,1.04038,1.35599,0.0678024,0.075201
692.254,0.998762,0.0158654,4,15,0,-688.603,0.947939,0.953264,1.24477,1.13143,1.03581,1.35806,0.0673434,0.075224
692.833,0.999998,0.0163351,6,127,0,-690.603,0.971756,0.943274,1.22798,1.11184,1.00819,1.37767,0.067513,0.0732646
692.931,0.998239,0.0168575,7,223,0,-686.255,0.913841,0.9011,1.19296,1.09957,0.972549,1.33307,0.0759004,0.0720178
693.917,0.994309,0.0173181,5,31,0,-691.601,0.934622,0.901271,1.19072,1.07382,0.96876,1.30707,0.0782808,0.0719121
694.266,0.998586,0.0176259,5,31,0,-692.265,0.910454,0.896869,1.18508,1.08774,0.9704,1.32405,0.0766612,0.0731329
693.838,0.997672,0.0181054,5,63,0,-691.454,0.935142,0.891356,1.20336,1.08252,0.978149,1.31796,0.0751285,0.0714887
694.538,0.998634,0.0185516,7,191,0,-692.047,0.890543,0.873074,1.1472,1.05774,0.93215,1.27688,0.0840082,0.0718603
695.463,0.994211,0.0190412,5,31,0,-692.664,0.902967,0.866263,1.15616,1.05403,0.930556,1.27163,0.0848696,0.0723485
693.256,0.994085,0.0193459,5,31,0,-691.294,0.888557,0.860577,1.17327,1.03874,0.928514,1.28514,0.0850081,0.0731032
694.669,0.981713,0.0196439,5,31,0,-688.717,0.91886,0.877112,1.16392,1.06867,0.947217,1.29194,0.0805652,0.0727495
693.619,0.998902,0.019411,6,127,0,-691.404,0.892213,0.888493,1.1672,1.0508,0.93747,1.28796,0.0825427,0.0715968
692.994,0.995034,0.0199075,6,111,0,-688.67,0.907153,0.845651,1.15918,1.05873,0.940463,1.27515,0.0830967,0.0769845
693.561,0.992453,0.0202392,5,31,0,-691.133,0.909304,0.850588,1.16514,1.05944,0.933991,1.27348,0.0842029,0.0767613
693.986,0.982912,0.0204569,5,31,0,-687.123,0.888027,0.870519,1.13673,1.0419,0.933755,1.2744,0.0853245,0.0765923
695.033,0.997533,0.020257,6,127,0,-691.501,0.869437,0.837349,1.11761,1.02305,0.908237,1.23502,0.0924168,0.0723556
695.3,0.998724,0.0206887,5,31,0,-694.315,0.869921,0.836116,1.12639,1.02067,0.887249,1.25696,0.091839,0.072639
695.721,0.993373,0.0211752,5,31,0,-692.35,0.870642,0.827755,1.12362,1.03472,0.897995,1.25273,0.0906812,0.0723552
695.961,0.988378,0.0214242,7,255,0,-691.347,0.900149,0.872864,1.16317,1.06094,0.951447,1.29205,0.0832352,0.0750811
693.448,0.958778,0.021447,7,255,0,-690.465,0.838541,0.797805,1.08066,1.00163,0.866614,1.21029,0.0972563,0.0727468
695.556,0.999492,0.0201916,6,95,0,-691.692,0.855059,0.803022,1.1053,0.995933,0.863888,1.22268,0.0963217,0.0743823
692.694,0.943583,0.0206826,6,127,0,-690.898,0.859124,0.802203,1.11629,1.01375,0.879038,1.22365,0.0972193,0.0749149
694.431,0.973069,0.0188866,5,31,0,-685.923,0.840368,0.793925,1.09603,0.995515,0.865367,1.23065,0.0968703,0.0744968
694.165,0.999612,0.0183297,5,31,0,-691.225,0.848303,0.787212,1.08621,1.00596,0.854438,1.20117,0.0986187,0.074356
694.07,0.995429,0.0187764,4,31,0,-690.594,0.829108,0.788922,1.09382,0.985235,0.86756,1.21594,0.100325,0.0746283
695.947,0.999472,0.0190658,5,31,0,-692.392,0.841095,0.790754,1.08845,0.998158,0.859115,1.20568,0.0986904,0.0739803
695.338,0.99199,0.0195125,5,31,0,-694.758,0.847631,0.794062,1.09547,0.987984,0.863554,1.21657,0.0975309,0.0739605
690.609,0.9642,0.019667,8,351,0,-685.241,1.02538,0.998529,1.29653,1.18192,1.09385,1.43525,0.0551057,0.075146
690.445,0.990083,0.0187542,5,63,0,-684.919,0.992943,0.998148,1.29292,1.1656,1.08763,1.42274,0.0537341,0.074066
691.79,0.997842,0.01883,6,127,0,-685.369,0.994909,0.979086,1.27106,1.14868,1.0491,1.40123,0.0613636,0.0692323
693.211,0.981665,0.0191945,4,23,0,-687.765,0.988322,0.974079,1.27076,1.14924,1.06425,1.39887,0.0605296,0.0689028
691.175,0.990019,0.0189505,4,15,0,-688.468,0.997611,0.97369,1.25391,1.15043,1.06806,1.40834,0.0597588,0.0689163
688.466,0.980608,0.0190174,5,31,0,-686.845,0.984169,0.993912,1.28918,1.15873,1.06752,1.40505,0.0571168,0.0674104
688.982,0.997864,0.0187367,4,15,0,-685.103,0.986485,0.99005,1.28784,1.16244,1.05231,1.40432,0.0590049,0.0673053
692.114,0.980843,0.019087,5,47,0,-685.105,0.997429,0.99828,1.26898,1.15218,1.06888,1.41587,0.0588914,0.0693141
693.365,0.999732,0.0188128,7,127,0,-689.98,1.01235,1.00139,1.30922,1.1821,1.09915,1.43974,0.0522553,0.0724218
692.922,0.980073,0.0192261,5,31,0,-690.242,1.01537,1.00707,1.29409,1.17831,1.08288,1.43682,0.0550655,0.0726006
690.456,0.998951,0.0189208,5,31,0,-689.484,1.01525,0.988689,1.30338,1.16772,1.10965,1.42854,0.0553152,0.073407
690.887,0.999756,0.0193004,5,63,0,-686.026,1.02192,0.989111,1.30971,1.17241,1.08941,1.43414,0.05244,0.0730315
689.434,0.974004,0.0197125,5,31,0,-686.69,1.02222,0.994973,1.29362,1.17895,1.09438,1.45401,0.054609,0.0736762
692.419,0.999829,0.0191764,7,159,0,-686.039,0.94017,0.894705,1.18196,1.08903,0.972957,1.3041,0.0764999,0.0754393
695.55,0.999723,0.0195824,5,31,0,-690.535,0.932648,0.898571,1.19304,1.0896,0.974686,1.32216,0.0768137,0.075381
694.926,0.994734,0.0199878,5,63,0,-693.341,0.936017,0.914343,1.19201,1.0878,0.970228,1.31952,0.0754368,0.0751467
693.36,0.95371,0.0202084,7,247,0,-689.188,0.912949,0.888659,1.18549,1.07144,0.972633,1.31709,0.0803625,0.0769864
691.641,0.998844,0.0189361,8,319,0,-689.945,0.831141,0.757381,1.05633,0.968626,0.827269,1.17864,0.103477,0.0700137
689.51,0.999179,0.0192902,5,31,0,-688.253,0.836947,0.760359,1.0621,0.971393,0.8133,1.1697,0.107025,0.0702399
690.559,0.99955,0.0196585,8,319,0,-684.203,0.959535,0.940485,1.22771,1.11507,1.04099,1.35064,0.0664573,0.0782884
693.074,0.999655,0.0200428,7,223,0,-688.096,0.932241,0.91035,1.19085,1.08325,0.996402,1.31384,0.0774432,0.0743324
694.724,0.144208,0.0817354,2,7,1,-690.499,0.924516,0.896429,1.19128,1.08335,0.982836,1.30299,0.0772939,0.0742883
694.724,0.00338122,0.17276,1,3,1,-690.72,0.924516,0.896429,1.19128,1.08335,0.982836,1.30299,0.0772939,0.0742883
694.241,0.99562,0.0104292,5,31,0,-692.321,0.918272,0.887041,1.17809,1.0843,0.973741,1.33093,0.077281,0.0745451
693.588,0.998074,0.0058491,6,63,0,-691.313,0.931207,0.901206,1.18226,1.08712,0.957737,1.30736,0.0789131,0.0742464
693.101,0.999988,0.00408321,7,127,0,-690.387,0.925677,0.900242,1.19523,1.08246,0.944384,1.32803,0.0765966,0.0746451
692.939,0.999596,0.00325217,9,767,0,-689.909,0.902602,0.875693,1.17306,1.06288,0.92063,1.3008,0.0834314,0.0724155
692.392,0.999623,0.00280677,7,255,0,-689.022,0.905236,0.851699,1.15928,1.06734,0.931657,1.29621,0.0815138,0.0721592
689.839,0.999956,0.00255962,7,127,0,-686.293,0.88716,0.900356,1.15992,1.06222,0.949546,1.28077,0.0816269,0.0721223
693.099,0.999972,0.00242832,7,127,0,-685.528,0.890867,0.897141,1.16689,1.05635,0.949359,1.29343,0.0824957,0.0720624
692.256,0.999706,0.0023682,7,255,0,-690.493,0.889915,0.895594,1.16779,1.05716,0.948772,1.29709,0.0833682,0.0718577
692.298,0.999413,0.00235432,8,255,0,-687.268,0.888286,0.885314,1.16094,1.06741,0.946175,1.30721,0.0825022,0.0718633
690.615,0.999696,0.00237308,10,1023,0,-685.616,0.941181,0.947431,1.20049,1.09471,0.991778,1.32098,0.0745183,0.0730593
685.661,0.999855,0.00242048,7,127,0,-681.197,0.932092,0.960177,1.22191,1.09859,0.969851,1.36176,0.0708079,0.0729922
694.878,0.999943,0.00249025,7,127,0,-683.177,0.943683,0.923544,1.20478,1.09922,0.986326,1.32631,0.0732327,0.0731284
694.932,0.999963,0.00257831,8,511,0,-692.689,0.937449,0.920247,1.21494,1.1039,0.978851,1.34204,0.0727565,0.0726263
691.542,0.999745,0.00268165,10,1023,0,-688.963,0.882494,0.841909,1.15584,1.03485,0.909872,1.26842,0.0880513,0.0671012
692.509,0.999991,0.00279643,7,255,0,-689.658,0.887728,0.832404,1.13412,1.04074,0.90962,1.26545,0.0882241,0.0674062
692.083,0.999903,0.00292528,7,127,0,-689.943,0.873228,0.855158,1.12924,1.03793,0.907843,1.25668,0.089342,0.0670314
691.601,0.999051,0.00306432,10,1023,0,-684.86,0.951447,0.905444,1.21771,1.10132,0.990953,1.34246,0.0712513,0.0683071
695.06,0.999988,0.00320531,8,511,0,-689.292,0.948691,0.915377,1.21788,1.1073,1.00125,1.34571,0.0716817,0.0707151
693.11,0.99847,0.0033646,9,1023,0,-688.704,0.956229,0.958167,1.22531,1.11326,1.00963,1.36283,0.0673622,0.0715618
693.815,0.999837,0.00351718,7,127,0,-689.194,0.955951,0.953673,1.22315,1.11013,1.02251,1.36124,0.0677969,0.0716071
693.866,0.999781,0.00369199,10,1023,0,-691.069,0.874794,0.842151,1.12589,1.0277,0.916266,1.26104,0.089468,0.0800618
694.103,0.999925,0.00387439,10,1023,0,-690.956,0.817566,0.761156,1.06509,0.967312,0.828046,1.18453,0.104702,0.0796177
693.674,0.999302,0.00406631,7,127,0,-692.412,0.815238,0.766699,1.05376,0.95747,0.83594,1.17093,0.106533,0.0794609
690.938,0.998206,0.00425838,6,63,0,-688.99,0.808173,0.773926,1.07174,0.96713,0.838949,1.15779,0.105554,0.0792622
691.089,0.999473,0.00444354,7,127,0,-686.216,0.813333,0.743849,1.03051,0.955547,0.796543,1.17825,0.108942,0.0793967
691.581,0.996802,0.00465092,6,127,0,-686.773,0.80682,0.731802,1.04279,0.961204,0.805628,1.16976,0.107216,0.0794503
693.256,0.999988,0.00482887,10,1023,0,-689.817,0.945701,0.907192,1.20458,1.09482,0.97994,1.34251,0.0747727,0.0705335
692.15,0.999869,0.00505521,7,191,0,-688.987,0.952662,0.927345,1.22097,1.0932,1.00978,1.35907,0.0707914,0.0689538
690.955,0.999541,0.00528659,6,127,0,-689.91,0.947759,0.935113,1.22279,1.12586,0.994243,1.34692,0.0704214,0.0683734
690.736,0.999159,0.00551956,7,191,0,-684.626,0.955835,0.923914,1.22422,1.09786,1.03194,1.36618,0.068696,0.0699579
692.267,0.99932,0.00575263,7,191,0,-685.764,0.943756,0.91993,1.22121,1.08006,0.996194,1.34384,0.0721187,0.0724864
692.947,0.999999,0.00599375,6,63,0,-691.699,0.946641,0.919235,1.22046,1.08245,0.994854,1.3444,0.0722155,0.0724855
695.411,0.999707,0.00625161,6,63,0,-691.784,0.947325,0.91619,1.21435,1.10616,0.996176,1.34425,0.0711521,0.0724324
695.352,0.993051,0.00651057,9,943,0,-691.081,0.971646,0.94918,1.23918,1.12953,1.0304,1.37545,0.0652184,0.073373
693.972,0.997429,0.00665857,6,127,0,-691.474,0.9541,0.954368,1.23378,1.13464,1.03484,1.36735,0.0666398,0.0738095
694.21,0.998606,0.00688429,8,319,0,-690.488,0.934808,0.90541,1.20913,1.10952,1.007,1.34106,0.0720186,0.0742755
689.628,0.997648,0.00713463,6,63,0,-686.358,0.947592,0.939812,1.22064,1.08467,0.967675,1.34337,0.0723925,0.0729863
694.988,0.999983,0.00737105,6,63,0,-688.529,0.95111,0.92998,1.20535,1.10517,0.998859,1.34477,0.0721585,0.0729509
695.595,0.998985,0.00765556,9,703,0,-690.173,0.858712,0.816245,1.11198,1.00997,0.885939,1.23245,0.0948457,0.0777742
692.986,0.985311,0.00792555,8,511,0,-685.875,0.949608,0.892901,1.21176,1.10711,0.992367,1.33678,0.072585,0.0757709
694.008,0.994837,0.0079249,6,63,0,-689.786,0.933711,0.904657,1.21778,1.0917,0.987929,1.3468,0.0740177,0.0754152
691.978,0.99912,0.00811204,5,63,0,-690.709,0.939061,0.909161,1.21335,1.08458,0.970493,1.35136,0.0729084,0.0754866
691.742,0.994051,0.00838734,7,191,0,-684.878,0.927918,0.915246,1.20873,1.08773,1.01369,1.34794,0.0744294,0.0760767
691.403,0.997606,0.00856006,6,63,0,-688.347,0.929772,0.903853,1.19924,1.11148,0.975417,1.32784,0.0762656,0.0759939
695.361,0.999948,0.00880804,8,319,0,-689.612,0.89961,0.885135,1.16754,1.06875,0.954613,1.29076,0.0813375,0.0728847
694.971,0.997614,0.0091094,7,191,0,-692.28,0.912505,0.879355,1.1741,1.07471,0.970502,1.29995,0.0805662,0.0712209
694.412,0.996126,0.00936295,5,63,0,-691.293,0.909198,0.88357,1.18806,1.06919,0.94603,1.30286,0.0794921,0.0710168
694.88,0.999081,0.00958464,8,319,0,-690.912,0.922311,0.890608,1.17604,1.0652,0.958094,1.30483,0.0798943,0.0776356
693.292,0.998864,0.0098756,9,511,0,-691.711,0.957497,0.96708,1.2463,1.14277,1.03961,1.38238,0.0644414,0.0730089
693.149,0.994822,0.0101647,9,575,0,-690.993,0.796521,0.724307,1.02117,0.927407,0.801855,1.13828,0.114394,0.0765602
694.253,0.992592,0.0103589,8,511,0,-688.227,0.862819,0.822339,1.13246,1.03787,0.912623,1.25384,0.0901328,0.0746085
695.333,0.994598,0.0104986,6,127,0,-690.212,0.882245,0.836408,1.12,1.02492,0.904728,1.26138,0.0901201,0.0737824
692.458,0.981614,0.0106859,4,31,0,-685.402,0.889465,0.835378,1.1287,1.01487,0.909785,1.24268,0.0895594,0.0736216
695.407,0.996159,0.0105552,6,63,0,-690.348,0.870309,0.823993,1.13226,1.02171,0.907096,1.25202,0.0919907,0.0734708
695.279,0.999772,0.0107758,5,63,0,-693.999,0.87792,0.827261,1.11602,1.0258,0.896674,1.23743,0.0916247,0.073252
695.298,0.995265,0.0110867,8,319,0,-691.698,0.831346,0.790416,1.08981,0.981519,0.843139,1.20075,0.10031,0.0738566
693.547,0.996118,0.0112866,7,159,0,-692.155,0.807284,0.765947,1.06259,0.976549,0.840716,1.18714,0.103561,0.0735659
693.568,0.998469,0.011508,6,127,0,-689.241,0.843363,0.783941,1.07278,0.973283,0.834282,1.20117,0.10307,0.0754795
693.794,0.996157,0.0117906,6,127,0,-690.523,0.831436,0.79579,1.09177,0.997791,0.870355,1.22774,0.0988104,0.0747949
694.705,0.999656,0.0120139,7,159,0,-691.048,0.808624,0.769264,1.06709,0.97453,0.840469,1.18645,0.104268,0.0734295
695.84,0.999746,0.0123313,8,271,0,-692.357,0.819862,0.764972,1.06465,0.977512,0.830096,1.18093,0.104717,0.0743732
693.823,0.991867,0.0126542,8,351,0,-691.261,0.881206,0.810241,1.12743,1.0221,0.892277,1.25526,0.0919021,0.0739451
694.041,1,0.012761,7,159,0,-692.176,0.850124,0.841041,1.111,1.01648,0.890642,1.23551,0.0938042,0.0723775
692.036,0.991967,0.0130928,6,95,0,-688.194,0.867538,0.78044,1.11153,1.00631,0.878885,1.22468,0.0953054,0.0729861
690.435,0.998288,0.0131993,5,31,0,-687.366,0.853165,0.773168,1.12184,1.00524,0.871083,1.22002,0.096925,0.0732992
694.472,0.999807,0.0134839,4,15,0,-689.44,0.84953,0.791597,1.11566,1.00597,0.877309,1.22917,0.0954725,0.0734259
693.346,0.997569,0.0138142,6,127,0,-689.64,0.8038,0.765512,1.07067,0.970348,0.813195,1.18165,0.106276,0.0734165
694.365,0.997987,0.014081,5,31,0,-691.724,0.827131,0.754613,1.05162,0.959664,0.832641,1.18101,0.105494,0.0736433
694.029,0.990849,0.014361,5,63,0,-691.165,0.811625,0.772725,1.05279,0.959657,0.819972,1.15804,0.108366,0.0735398
694.436,0.999817,0.0144261,6,127,0,-691.676,0.817261,0.759441,1.06232,0.968496,0.835782,1.16649,0.10493,0.0761723
692.56,0.997669,0.0147609,5,31,0,-690.794,0.813952,0.757662,1.04905,0.966245,0.841497,1.19519,0.104302,0.0755823
694.789,0.989015,0.0150316,5,31,0,-685.658,0.818241,0.76353,1.06591,0.963881,0.81404,1.16825,0.106733,0.0763921
693.457,0.982333,0.0150341,5,31,0,-691.474,0.823112,0.775089,1.04576,0.972051,0.816191,1.17238,0.106846,0.0759825
690.17,0.981779,0.0148319,5,31,0,-687.052,0.833446,0.787699,1.05212,0.954229,0.82829,1.16257,0.10665,0.0756492
692.435,0.999492,0.0146166,5,31,0,-688.402,0.805302,0.764975,1.07779,0.977428,0.838264,1.19523,0.104387,0.0755228
695.173,0.999536,0.0149291,6,127,0,-688.844,0.795453,0.746378,1.02992,0.936826,0.796657,1.153,0.111292,0.0739218
693.582,0.978533,0.0152452,5,31,0,-687.597,0.785981,0.732166,1.02252,0.953232,0.803547,1.14397,0.11246,0.0744422
692.747,0.994209,0.0149239,5,63,0,-690.609,0.78963,0.72514,1.02575,0.956709,0.803114,1.13932,0.111197,0.0743055
692.193,0.998372,0.0150736,8,287,0,-688.28,0.915144,0.859142,1.14795,1.06865,0.942961,1.28181,0.08406,0.0765146
690.971,0.998764,0.0153479,8,287,0,-687.564,0.821069,0.748459,1.07028,0.947607,0.822548,1.17473,0.105561,0.0794455
689.087,0.996093,0.0156352,6,95,0,-685.557,0.815817,0.720121,1.0474,0.928911,0.805606,1.15531,0.111723,0.0770545
